price,volRemaining,typeID,range,orderID,volEntered,minVolume,bid,issueDate,duration,stationID,regionID,solarSystemID,jumps,
4319010.07,650.0,44992,40,5424668312,650,1,True,2019-05-15 23:14:40.000,90,1030524644061,10000002,30000155,4,
4318110.01,50.0,44992,-1,5423522093,50,1,True,2019-05-15 22:05:05.000,30,60003760,10000002,30000142,0,
4315500.0,5000.0,44992,-1,5424502345,5000,1,True,2019-05-15 18:24:09.000,90,1028858195912,10000002,30000144,1,
4314000.0,9.0,44992,-1,5424485038,109,1,True,2019-05-15 17:59:02.000,14,60003760,10000002,30000142,0,
4313205.14,11011.0,44992,32767,5424648512,11011,1,True,2019-05-15 22:27:25.000,90,1028858195912,10000002,30000144,1,
4313205.02,5000.0,44992,10,5424478520,5000,1,True,2019-05-15 17:50:34.000,30,1028858195912,10000002,30000144,1,
4312001.0,423.0,44992,40,5424425598,4500,1,True,2019-05-15 17:09:33.000,90,1028858195912,10000002,30000144,1,
4307050.39,500.0,44992,-1,5424389038,500,1,True,2019-05-15 15:24:59.000,90,1028858195912,10000002,30000144,1,
4307050.39,300.0,44992,-1,5424389181,300,1,True,2019-05-15 15:25:15.000,90,1028858195912,10000002,30000144,1,
4307050.01,260.0,44992,-1,5424355431,2000,1,True,2019-05-15 15:19:21.000,90,1028858195912,10000002,30000144,1,
4307002.52,500.0,44992,-1,5423654626,500,1,True,2019-05-15 16:10:58.000,90,60003760,10000002,30000142,0,
4306060.04,1.0,44992,-1,5424377402,1,1,True,2019-05-15 15:03:40.000,90,60003760,10000002,30000142,0,
4305070.0,10.0,44992,1,5424324356,10,1,True,2019-05-15 13:28:10.000,90,1028858195912,10000002,30000144,1,
4305001.3,15015.0,44992,32767,5424649441,15015,1,True,2019-05-15 22:29:39.000,90,1030524644061,10000002,30000155,4,
4300000.11,5782.0,44992,32767,5424299887,6060,1,True,2019-05-15 22:27:42.000,90,1028858195912,10000002,30000144,1,
4300000.0,2000.0,44992,40,5424391941,2000,1,True,2019-05-15 15:30:25.000,3,1028858195912,10000002,30000144,1,
4300000.0,5000.0,44992,3,5424722694,5000,1,True,2019-05-16 01:44:09.000,90,1028858195912,10000002,30000144,1,
4299301.01,4650.0,44992,5,5424175248,7500,1,True,2019-05-15 07:05:40.000,90,1030524644061,10000002,30000155,4,
